reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A2QPZKGUDE7RJ4,B0002E1J5E,nette,"[0, 0]",I read a review saying that there bridge was floating out & the strings were hard to tune aswell as their e string popping. I had the exact same experience but i bought two sets since i know uncoated strings dont last long. so i did get to play em but all my strings (except the A & E) popped on both sets within two weeks i knew it was due to my bridge being made to use a whammy bar (which it came with btw)& the tension it put on my tuning pegs what really got me upset about these strings was that they damaged my tuning pegs and now there harder to turn (have to use pliers sometimes) but the strings sound great & if i get a better guitar i might get these more often but for now im staying w/ medium gauge elixirs.,3,Ok strings,1336435200,"05 8, 2012"
A35M5X7LV6QLFT,B0002E1J5E,PH,"[0, 0]",I chose these strings based on reviews I have read on the website. I was definitely not disappointed. This string sound great on solid body electric and hollow body. I have a Dot Studio and the resonance is great for rockabilly. My son loves them for metal. We will continue to use Beefy Slinky strings!,5,Slinky Rocks!,1333929600,"04 9, 2012"
A2KKZHISX9YKMI,B0002E1J5E,"PJY ""pjsailor""","[8, 11]","This isn't a review of these strings so much as a warning or caveat for those of you playing guitars with floating bridges (usually for a whammy bar) and not using these heavier strings already.I wanted a little fuller sound than the 10-46 slinky strings (aka regular slinky) and the idea of some driving base appealed to me so ordered the beefy's. I strung them up but had a hard time tuning the guitar. Every time I got the higher strings in tune, the lowers would go down as much as a half note. It took awhile to realize that my floating bridge was coming off the body as I tightened the strings. So I pulled the back plate off my strat and set to off tighten down the the tensions screws. I made about 5 adjustments each time retuning the guitar to check my progress. The final time I tightened them down, the high E string broke. Since these were my only beefy's, my day was done with these strings. However, given how far I tightened the tension screws, I think I would have had to purchase an additional tension spring (not too expensive or difficult to install if you have the inclination to do it) to get the bridge flush with the body.As I said, this isn't a knock of these strings. I never really got a chance to play them. Just a heads up for anyone moving up to these heavier strings. It can be quite a shock the first time your see your bridge sticking out at a 45 degree angle to your guitar and if you aren't careful, you can damage your guitar.",4,Beware Guitars with floating bridges,1329782400,"02 21, 2012"
A85AE6BNHXAXR,B0002E1J5E,Skip,"[0, 0]",I was loking for a particular sound that I jsut couldn't find with lighter strings. This set was perfect and I was able to re-create the sound Iwas looking for.,4,Heavy retro sound,1393027200,"02 22, 2014"
A2F92AOWTIUIB,B0002E1J5E,StudioDude,"[0, 0]","I wouldn't recommend tuning these strings to E however, because the intense amount of tension it takes to tune these to E can cause permanent damage to the neck that not even the truss rod can fix. The highest I feel comfortable tuning these to is E flat. If you are doing anything at or below Drop C sharp, these strings will work out great for you.",4,"Despite what the pack says, you can tune these to E.",1394755200,"03 14, 2014"
A38UFP5UJLYLMC,B0002E1J5E,Vic,"[0, 0]",to much string for my beginner fingers but seemed to be the real brand and a decent price.i would reorder in 9's or maybe even 10's next time,5,"ended up being to big for me,",1379289600,"09 16, 2013"
A3MTR7P9PYAALX,B0002E1NNC,Craig Richard Gillette,"[0, 0]","I use these on my acoustic Washburn, and they stay bright for weeks. I have been playing guitar for 30 years, and these are the best.",5,Best strings ever.,1334016000,"04 10, 2012"
A2XKROL6XBFHT3,B0002E1NNC,"Kathleen B. Janecka ""kay""","[1, 1]",Great EXTRA Light POLYWEB strings for guitar.  Really impressed with the PolyWeb!  These are easy on my fingers and the polyweb don't sqeek.,5,GREAT guitar strings.,1386806400,"12 12, 2013"
AKALIDNS3NMZ7,B0002E1NNC,"K. Miller ""KM""","[1, 1]","My son plays electric and acoustic guitar. He uses Elixir for both and swears by them. He has had other brands, but they just don't stand up to elixir.",5,Great strings,1355961600,"12 20, 2012"
A25ZBYVW8ZINLM,B0002E1NNC,Randy V. Brown,"[1, 1]","What you gain in string life with these strings you loose in tone. I'm not saying the tone is bad, but it's not as good as quality strings with no coat. That having been said, I'm pleased with them as a string for guitar practice. They last for months without a change in tone. I don;t play much in public venues, so it is not a problem for me to change strings when I do.",4,I'd Probably Buy These Again,1389139200,"01 8, 2014"
AKLDKUON6YY0X,B0002E1NNC,"SRR ""SRR""","[1, 1]","These strings actually save you money because you don't have to change em much. I keep em on a year or so and I play alot, out door indoor. constant abuse. they never rust. When they break I change em.now..I'm not a player who likes new strings to begin with so I like not having to change em..they really hold up. There are better sounding strings yes. But if your plugin in anyway, you can tweak the tone.The tone isn't bad, just not as good as a martin uncoated string.but if you like longevity and less squeak. these are great.",5,My favorite,1381363200,"10 10, 2013"
A3EXWV8FNSSFL6,B0002E1NNM,Daniel G. Lebryk,"[9, 10]","These acoustic strings are used on a Laguna acoustic guitar. They are just the right weight, and just the right amount of flex. We've tried D'Addario, brighter sound (D'Addario Acoustic Guitar Strings Set, EXP 80/20 Lite), and Martin, a little stiff (Martin Strings SP Phosphor Bronze 12.5-55 MSP4150). In the end, these Elixirs sound and feel best on this guitar.As has been said, there is no perfect guitar string for everyone. The perfect guitar string is the one that feels and sounds right to you on your guitar. For the combination we have, these are outstanding strings.On the strings lasting longer, that's hard to say. Fresh strings do sound better. It's clear that the wound strings do not corrode like non-coated strings. But I'm not certain these last so much longer. We buy them because they sound good and have the right amount of flex to them - playability. Corrosion or crud on the string isn't the sole factor in changing strings.June 15, 2010 Update: Elixir is a wonderful company. On my third or fourth sets of Elixir strings, the G string snapped as my son was tuning the guitar for the first time. Elixir is outstanding, they will replace any string that doesn't perform up to your standard.The other amazing thing - I've watched tons of videos and watched a lot of guys change strings, and I'm still very confused. The Elixir website (it's pretty simple elixirstring dot com) is outstanding. Ther is a two part video from the Taylor factory on how to change strings. I swear that if you follow those instructions, you will change strings in minutes. It is so simple and so reproducible. I love this technique.I'm a huge fan of these strings now!",5,Elixir's Have Become Our Standard,1264809600,"01 30, 2010"
AKT2VSLZHDD81,B0002E1NNM,desrtroz,"[0, 0]","Purchased these strings after having tried the Blue Steel strings.  My son much prefers the Elixir strings. They last a lot longer than the Blue Steel strings did and he says the Elixir sound better, too.",5,"Elixir Strings Acoustic Guitar Strings, 6-String, Light Polyweb Coating",1326412800,"01 13, 2012"
A2C7BOQVFH1HLE,B0002E1NNM,Frederick Baptist,"[2, 5]","I've been playing guitar for over twenty years now and I've tried just about every guitar string in existance and even these Elixir coated strings.  I've come to realise that the benefits for a slightly longer life barely makes sense given the much higher price you have to pay for it.  Eventually, all strings corrode and lose their lustre and if you are a professional playing gigs, you change your strings so often anyway that to pay much more for polycoating doesn't make any sense.  If you are the kind that occasionally takes out the axe then maybe this would make a difference but what I do is I get the least expensive ones and make sure I wipe down and clean them, even using products like string cleaners and Fast Fret to reduce finger squeak if necessary and my strings last for quite some time as well except at a much lower cost.Few people know this but only a few guitar stringmakers exist in the U.S. and many of them that are retailed are actually the same strings with different brand names.  Granted Elixir probably isn't one of these as they try to make hay with the time they have left on their patent of this polycoating technology but my thing is why pay so much more for strings when the benefit you get is really not so substantial as to justify the price?  I myself use generic Kyser stings for my classical and acoustic guitars and Memphis Electrics for my electric just because they are the cheapest I could find on the web and my sound has not been detrimentally affected in any way.  In fact, you are much more likely to improve upon your sound by using better amps and guitar cables than you are with strings; at least most people would be able to hear the difference.  Don't get me wrong these Elixir strings are not bad but you are much more likely to get a better sound by improving your technique (practice), getting better cables, pickups, amps, guitars etc than from just using these strings.  For better string life, just wipe down and clean the strings before and after use.  This discipline once a habit is good enough.Peace!",3,Take Good Care of Your Strings and They Will Last Longer!,1284595200,"09 16, 2010"
A3UFHRHJ82TL1W,B0002E1NNM,Jeff and Denise,"[0, 0]","I heard about these from a friend, several years back.I teach and run a mobile recording studio and use my guitars all the time for mobile music recording and for worship services.These strings allow me to keep on keepin' on for several weeks at a time, even with constant usage.I wipe the strings after use and they still sound bright and crisp after many sessions.[...]",5,Longest Lasting Strings!,1389744000,"01 15, 2014"
A3SDJ70H00OQCJ,B0002E1NNM,JerryWithaJ,"[32, 34]","There's NO SUCH THING as a ""best string"".  From experimenting over the years, I've found that, while I have ""old standbys"" that will be the first thing I try, often there is a string that is just right for a particular guitar and it varies from guitar to guitar.Coated strings have become all the rage over the last few years.  They're expensive, but they last a lot longer, especially if you have the kind of body chemistry that causes them to corrode quickly.  Also, they minimize the amount of finger noise you get if you slide on the strings.Elixir Polywebs were the first coated string.  The coating is much heavier than that of other strings.  This produces a much less bright, more muted sound.  I have an old koa guitar that is so bright I can't stand it with standard strings.  The Elixir Polywebs tone it down to the point where it's perfect.If you're looking for a darker sound, then Elixir Polywebs are definitely worth a shot.  If you want a coated string but prefer the brighter sound of uncoated strings, then you definitely don't want Polywebs.The 4 stars applies if you want this particular type of sound.  If you don't want this sound, you could end up awarding them 1 star.",4,It depends...,1151107200,"06 24, 2006"
A12O5B8XNKNBOL,B0002E1NNM,Jon,"[0, 0]","Im a huge fan of Elixir's!!!  This, however, is my first go with the polyweb, but there is no disappointment here!!",5,GREAT!,1354665600,"12 5, 2012"
A1T3PBZ7DVBC26,B0002E1NNM,Mark Burgess,"[0, 0]","These are the best strings you can buy, IMHO. There is hardly any noise whilst your fingers slide over the strings when you change chords. I tried other strings but I always come back to Elixir.",5,Guitar strings,1399680000,"05 10, 2014"
A1UMM894XSEO4F,B0002E1NNM,michaelht1,"[0, 0]","great strings, deep rich tones from both highs and lows, a very good value for the dollar and customer service is second to none",4,elixir guitar strings,1388707200,"01 3, 2014"
A35P0LNBJ0WUPL,B0002E1NQ4,Billy The Kid,"[0, 0]",This installed easily. A nice feature is ability to unclip the shoulder pad from the mounts on the instrument.  When the pad is installed the strap is very comfortable and eased any shoulder pain I might have had with earlier straps.  A keeper for sure.,5,"Flexible, feels good",1396396800,"04 2, 2014"
A21GCOGHDQNHQS,B0002E1NQ4,JVincent,"[0, 0]","I used this strap for the first time during a rehearsal last night. I typically practice sitting down without a strap when I am alone, but stand up when rehearsing or performing with a band. I had previously used a very expensive 2"" padded leather cradle type strap, which I really liked. I sold that banjo and the strap with it, but recently re-acquired another banjo and wanted a good strap, but was not willing to pay the $80 again for a premium padded leather strap. I saw all of the great reviews for this strap and the affordable price and took a chance. I am glad I did.This strap may not be as elegant as fine leather, but it is made extremely well and feels very durable and substantial in its construction. What blew me away is that my full tone ring banjo, which weighs about 14 pounds, literally felt half as heavy. It is no joke. At first, the feeling was unnerving, because the strap has some elastic give to it. You get this dual sensation of a) the banjo feeling super light and b) as if the banjo is going to sink to the floor. Paradoxical I know, but that's where the magic of this strap is. It is almost as if the banjo is floating in front of you, but in reality it remains very stable when playing.Like I said, the build quality is outstanding. My only critique of the design is that it is very modern and non-traditional, so you also have to get used to the contrast of a traditional instrument, like a 5-string bluegrass banjo and the newer style and design of this strap.This is not just a good strap for the money rather it is a great strap at any price point. I think I might try these on my electrics (though I already have literally hundreds of dollars invested in a stable of those high end padded leather straps).",4,Excellent but takes some getting used to,1374796800,"07 26, 2013"
A7IBOCJ0K4V8C,B0002E1NQ4,J. Walker,"[0, 0]","Comfortable and easy to adjust for length.Additionally, it easily snaps off the banjo when you want to put the banjo in a tight case...My case is tight around the head, so I unsnap the strap and store it in the case by the neck of the banjo.",5,Nice strap.,1366761600,"04 24, 2013"
AGGQFKI536BUW,B0002E1NQ4,Ordinary guy,"[0, 0]","Padded portion of strap is quite soft and comfortable.Both ends are a loop.  You disonnect the quick release buckles and loop ends through banjo head retainer rods. Easy to do, and you can vary locationGood Product - I would from this manufacturer again.",5,Nice Strap,1343260800,"07 26, 2012"
A3IELJ39K3QL7,B0002E1NQ4,rb1947,"[0, 0]","I have bought and used about every banjo strap known to man, the Neotech is by far superior to anything else I have hooked up to my Gibson ESS.  The straps are easy to hook and unhook, I have two sets on my banjo, one set for the Neo and another for the harness I use when the back needs a rest.  It's easy to uphook one and hook the other.  Well done and I like the bounce feature, softens out the jolts.",5,"Good strap, well made, comfortable!",1360454400,"02 10, 2013"
A24AQ24CD6865K,B0002E1NQ4,"Rick from Westport, MA","[0, 0]","This is the most comfortable strap I have ever used.  I have been a guitarist and bassist for over 40 years and although I have only been playing banjo for a short time, this IS the most comfortable strap I have ever used.  The clips look solid and so far they are solid.",5,Great strap,1379548800,"09 19, 2013"
AJGD0VSCUJUP5,B0002E1NQ4,Squidsmom,"[0, 0]",The strap arrived ontime and the package was in great condition.  The strap was easy to attach to my banjo and is very comfortable.  I would recommend this strap to anyone looking for a cost effective banjo strap.,5,Exactly what I was expecting.,1365033600,"04 4, 2013"
A202CZ4PJH83G4,B0002E1NQ4,Tinfoot,"[1, 1]","Fantastic strap.  Nope, it isn't leather or tooled or all that kind of stuff...  But it is really comfortable and fitted with ease even my CC-OT banjo that has a *really* tight spacing (all the others I tried were a bit of work to fit through the brackets).  Had it on my heavy weight resonator bluegrass, once again extremely comfortable and sturdy, so had to buy another so I can just have one on each.",5,Just bought my 2nd one,1316217600,"09 17, 2011"
A2UDGB5BTYY51,B0002E1NQE,"AMK ""TK""","[2, 2]","Amazing strings, they last longer feel better on the bends than any other. They have a smoother feel and a nice bright sound.",4,"Amazing Strings, have them on all my Guitars",1394668800,"03 13, 2014"
A3DZBMO93FHKTH,B0002E1NQE,arleas,"[0, 0]","I ordered the polyweb strings on the advice of some friends.  They didn't care at all for nanowebs which are widely available, but swore by the quality of the polywebs.  By some sort of mixup I got nanowebs by mistake.  I requested a return to get the proper item, and the seller offered to send me the polywebs and told me to keep the nanowebs for the trouble.  I haven't had a chance to test either set of strings out but I'm sure they'll be great.It's my understanding that the polywebs could practically be the last set of strings you ever buy (with some proper care).  I've been told that while nanowebs last longer than normal strings, they don't measure up to the polywebs.",5,A minor mishap averted thanks to the kind seller,1399507200,"05 8, 2014"
AB39UO500J4EP,B0002E1NQE,CaptAdams35,"[0, 0]","I got these because I hate changing strings on a floating tremolo any more than I absolutely have to.... at first I thought I may have made a mistake because the tone was all off (super bright sounding on first installation).... played for a half hour and retuned, sounded better. Played for another half hour and retuned, sounded even better. Played for another few hours and they sound fantastic. Will update after I get a hundred hours on them (about 50 days from now). Will say that they handle bends very well and dive bombing deep on the trem hasn't hurt them yet.... VERY IMPRESSED",5,The more you play the better they sound,1398816000,"04 30, 2014"
A1EMD22HC94SI1,B0002E1NQE,"D. Dulin ""Dave D""","[0, 0]","A bit more expensive then other strings,  But theire worth it,  the tone is outstanding,  They last a long time,  they never rally come out of tune..... and they do last 3x5times longer then any other string I've tryed.  The sustain is great they give a nice soth blusey thone, Not to dark not to bright Just perfect.These string's are worth it!",5,worth evry penny,1354492800,"12 3, 2012"
AHQTXJQX2584I,B0002E1NQE,Ryan C. Morris,"[0, 0]","elixir makes the best guitar strings, electric and acoustic.  they last forever and don't rust.  they sound awesome.  get them.",5,the best guitar strings,1389139200,"01 8, 2014"
A3RDS0DJ5EJGA7,B0002E1O2C,B,"[0, 0]",My new go-to strings. These things last forever for someone who only plays casually. They sound great too. Absolutely recommend it.,5,Sweaty fingers,1392076800,"02 11, 2014"
A1S7QABO64Z554,B0002E1O2C,"Bob B ""Bob B""","[1, 2]","I purchased Elixir strings after hearing them repeatedly recommended at the music store.  Put them on my Eko Ranger XII acoustic 12 string.  Have 2 problems with the strings.  First, the bass E (11th string) broke while tuning it up.  Had to go to music store and buy a single replacement string (not Elixir).  I have changed strings many, many times, so I am convinced it was not my stringing, but a weakness in the E string itself.  Second, the high D (8th string) seems ""dead""; it does not ""ring"" as it should and as the other high strings do (though none as much as other 12 string sets I've used).  Considering these strings cost much more than others, I certainly am disappointed in them.  Hardly matters if they last longer if they don't sound as good.",2,Not up to Par,1290816000,"11 27, 2010"
A2AJKYCZ1WC4UP,B0002E1O2C,"Charles Grall ""Bike Maverick""","[0, 0]",I've used these Elixir strings for years and I would never change.  These have an excellent tone and last four times as long as the others.,5,Best strings ever,1386979200,"12 14, 2013"
A3PQULECO9OAV6,B0002E1O2C,Darkrin,"[0, 0]",I really like the strings they sound very bright and go well with my guitar I do hope they last quite a while I put them on a bout a month ago but that guitar is only lightly played so I will try to update when I change them,5,Bright sounding strings,1386288000,"12 6, 2013"
A109ME7C09HM2M,B0002E1O2C,Douglas W. Fielder,"[0, 0]",These strings are performance value and always give me a great sound.  I have been using Elixir's for 5 years now and they last longer (even in this salty air environment by the beach) and sound better than anything else I have ever used.,5,Again and again...,1366761600,"04 24, 2013"
A30J7WQV0ZNRXG,B0002E1O2C,"D. Reinstein ""marindavid""","[2, 3]","Taylor ships this guitar with these strings - and for a good reason!  They sound wonderful - right out of the box! Like with most/all 12-string guitars, lights or extra lights are most often appropriate - the feel of these Nanowbs is smoth and easy and the tome they generate, in tandum with the instrument, bring out it's best resonance and sustainability.Give 'em a try!",5,They sound lovely on my Taylor 355 12-string,1172534400,"02 27, 2007"
A2GVH4P25TXN8M,B0002E1O2C,"D. Villella ""gadget geek""","[0, 0]","I buy Elixirs with all my acoustic guitars now. They last the longest and hold the brightest and clearest tone of any string I've ever used. The nanoweb coating really does make a huge difference. They take several months to wear out (as opposed to the weeks other major brands last). They may cost a bit more than the competition, but if you try them and love them as much as I do, you'll never use anything else again.",5,"Great tone, incredibly durable",1354838400,"12 7, 2012"
A1MY8258SXRZ8M,B0002E1O2C,eatablog,"[0, 0]","I've had these on my Yamaha APX500 for a while now and they sound really good.  A tad brighter than I like, but that's just the nature of the lightness of the strings.  It's real smooth when playing and they seem to be lasting longer than most strings I try.  In fact, I've had these strings on for over 4 months now and they still feel and sound good.",5,Awesome strings!,1357171200,"01 3, 2013"
A3W2KQ6CLTQ0ZD,B0002E1O2C,Ipodcrazy,"[0, 1]",These are my favorite strings.  They last a long time and my fingers don't hurt when I play.  I tried Martin strings once and hated them.,5,Wouldn't use anything else,1393459200,"02 27, 2014"
A14VAT5EAX3D9S,B0002E1O2C,Jake,"[0, 0]","These are my favorite guitar strings! They are very long-lasting and sound great!I would recommend these for anyone, beginners or even people who play seriously or perform. They are very good strings, worth the cost! :]",5,Great!,1364860800,"04 2, 2013"
A1M3XD9UV3PD3I,B0002E1O2C,"James Limborg ""JamesLimborg.com""","[0, 0]",The Elixir brand acoustic guitar strings keep their brand-new 'sound' a lot longer than any other brand.  I am very happy with the Elixir brand strings.,5,Elixir Has Great Strings,1356652800,"12 28, 2012"
A2Y7BSQG9V3LNG,B0002E1O2C,James M. Bailey,"[0, 0]",I have had them on my Loar Guitar for a few weeks and they seem to work fine.  We will see how long they last.  I have used Elixir for electric and while they do last longer I wish it was a bit longer.,4,Okay Guitar Strings,1388620800,"01 2, 2014"
A56EP6FFRH1YT,B0002E1O2C,J. Kim,"[7, 7]","I've used these strings longer than any other strings I've tried (about 7 years).  Last year I switched to D'Addario EXP16's because they sounded better on the guitar I have now, but still keep a pack of Nanowebs as a backup.  Here are my pros and cons of this string:Pros:+Easier to fret and play than other strings.  I don't know why; I looked up the tension stats on these strings and they seem to be equivalent or higher than other strings.  But they certainly are easier to fret (press down) and play than any other string I've tried, including other coated ones.  The coating on the Nanoweb strings is thinner than the Elixir Polyweb series, but still feel very smooth and even 'slippery', as some people remarked.  They have very little string squeak.+Last longer than any other strings I've tried - maybe because of their brightness, these strings mellow with age (as all strings do) but never really sound dull.  The only reason I saw to change them was when they became overly dirty or broke, usually every few months of regular playing.+Very bright sound, which cuts through well playing live with a full band, and livens up the sound of cheaper guitars.  However, this can also be a con (see below)Cons:-Cost more than most strings, including other coated strings.-Can sound overly bright, especially on some higher end guitars.  They tend to dominate the sound of the guitar, which is good for cheaper guitars without quality woods or construction, but not so good for a guitar that already resonates well.  For this reason I switched to the EXP16 phosphor bronze string for my current guitar. The EXP16 is coated but has a more natural/dark sound that complements the 'woodiness' of the guitar better than the Elixirs (although not as easy to play).-Not available for export outside the U.S.  When I was working abroad, I used to buy these from a U.S. company who would ship them to me.  Elixir changed their policy to prevent this, so I ended up switching strings because the cost of Elixirs abroad was so high.",4,Bright sounding strings that are kind to fingertips,1295913600,"01 25, 2011"
A3M4FU3WQWJHMP,B0002E1O2C,Joehorse,"[0, 0]","I kinda strayed away from the Elixir brand for a little while just ""To See"" if another brand would sound ""better"" and in doing so, I wasted time and money.(but I did get some EXPERIENCE) I'm back with the Elixirs now and have no intentions to ""Experiment"" any more.Simply put............Elixir makes the best Strings for an Acoustic Guitar that I've tried and I ""Will Stick with them"" because they have Great Sound, last a long time, easy to clean and prevent rust and/or corrosion.",5,Simply.......Great !,1209081600,"04 25, 2008"
A35JPJHGOSPZX9,B0002E1O2C,J. Ralston,"[0, 0]",I use mediums but bought these for my nephews Takamine and they sound awesome on that guitar.  Always love these strings.  This kid has not changed his strings in years so I thought I would give hem the best chance of keeping his guitar sounding good for as long as possible.,5,Great,1385510400,"11 27, 2013"
A1786LAQ18LHDC,B0002E1O2C,J. Zwicker,"[0, 0]","These strings are a little more money than the average strings, but they last longer. Great for the dedicated guitar player.",5,Best Guitar Strings.,1356912000,"12 31, 2012"
A2053ZJUGCKUA5,B0002E1O2C,LARRY,"[0, 0]","5 stars, arrived on time and in good condition. Price is excellent. Will install to one of my acoustical guitars within the next few day.",5,Great for my acoustic guitar,1361059200,"02 17, 2013"
A1FHOW9NVOH8XR,B0002E1O2C,Lee,"[0, 0]","All I can say is,,, You should try a set of these Elixir Nanoweb 80/20 Bronze Acoustic Guitar Strings for yourself. You will not want to go back to any other set of strings. I've been using Elixir strings for many years. They have better feel, sound, and last longer than all other brands I've used playing Guitar. Elixir has excellent quality control too. I've never had a problem.",5,Best Acoustic Guitar Strings,1357084800,"01 2, 2013"
A2D0F87RY5YMHN,B0002E1O2C,Levis Ouellet,"[1, 1]","Lately I have been experimenting with various make of acoustic guitar strings.....to the less and also most expensive strings.  I find the Elixir excellent. My testing is ongoing and cannot give the Elixir a top rating yet. That may change along the way.However, I believe that guitar strings are a bit like food and wine.  What may appeal to my palate may not appeal to someone else's palate.  Therefore, strings that may sound good to my ear may not sound good to someone else's ear.My ears remain attentive to future string sounds.  I also love the d'Addario make.  Which I purchase through Amazon...always.",4,Experimenting With Various Acoustic Strings,1357344000,"01 5, 2013"
A2PFX6WO88KTYB,B0002E1O2C,miT,"[0, 0]","I love, love, love these strings. Super great sound and super long life. I've had these on my acoustic for over 6 months before, and the sound is still awesome. I'll definitely only buy these from now on.",5,These Strings are Awesome,1402531200,"06 12, 2014"
A2IRI1NFJJJ6MZ,B0002E1O2C,Mrs. Smith,"[0, 0]",Elixir strings are great for me.  They hold their tones longer.  They aren't rough textured so they are easier on the fingers.,5,Elixir-light,1364428800,"03 28, 2013"
A3MZWM75KSM1P6,B0002E1O2C,"Paul 1946 ""Paul46""","[0, 0]",I have a Taylor 514 ce acoustic guitar and Elixir Strings are what this very nice guitar came with from Taylor when new.  I figure they have done the research on what works best and I see no reason for a change other than going fro the extra light strings to the light weight strings.  The sound you get with the Nanoweb strings are amazing and they enhance the results from an already great guitar.  They also last a long time before they go dead.,5,Elizir Nanoweb strings are top of the line.,1363910400,"03 22, 2013"
A3R8XCQYDNQIAA,B0002E1O2C,"Peter ""Thib's""","[0, 0]","I've written a review before. They are excellent. Never broke a string, but I only play at home as a hobby. therefore they not abused.",5,Excellent strings,1380672000,"10 2, 2013"
A3VDSGNIS92OVZ,B0002E1O2C,"P. Hamm ""p-squared""","[0, 0]","I'll never use another string on acoustics. The reduced finer squeak, the long lasting coating, and the great tone of these strings is wonderful. I've tried a couple cheaper brands recently, both coated and uncoated... but come back to these every time.",5,Last 3 or 4 times as long for twice the price... so... they're actually cheaper in the long run.,1385942400,"12 2, 2013"
A2ZBSEZ211C4QW,B0002E1O2C,Samuel Paul,"[0, 0]",Great set of strings. Cant go wrong with elixirs a little over priced but I am hoping to get long life out of them to make up for it.,5,Good,1382659200,"10 25, 2013"
A2Z89YMZZJWBHS,B0002E1O2C,Sunn Kram,"[2, 2]","I've been using Nanoweb and Polyweb (no idea what the difference is) Elixirs consistently for years now on my Martin Jumbo Cutaway.I periodically try out other brands whenever I see something that might compete, especially when another ""extended life"" or ""coated"" string is released. I would happily bail on Elixir at $13 a set if someone offered a cheaper option that worked as well. In fact, I was quite optimistic about the $9 D'Addario EXPs until I heard their tone begin to evaporate after a few days like any other string. Nothing that I've used up to this point has gotten close to challenging the quality of the mighty purple box.The sound you get from these on Day 1 is crisp and beautiful as expected. That's not where Elixirs kill the competition though. It's after 20 hours of play that they show their strength. You will still hear fresh, bright tones from them when any other set would have already crossed into the dead zone. In fact, I typically start breaking them before they begin to sound too dull. I play relatively aggressively and use palm-muting constantly, allowing skin oils to eat right through the strings at the bridge.Saying that the tone lasts 3.5x longer (as stated on the box) might be a stretch but there is no question that you get at least double the life out of these at less than twice the cost of alternatives.If you are an occasional player or a music shop owner, these are a no-brainer. The coating is extremely effective at combating the effects of time and oxygen exposure. For the everyday, aggressive player you will simply get better tone and longer life.One nit-picky point of criticism: the packaging is an issue for me. WHY would any manufacturer still utilize tree-killing paper envelopes that allow strings to get stale? I'm seriously asking! I've got to be missing something here. A shred of plastic sealed around all 6 strings is greener, more cost-efficient, and it keeps the strings fresh (thank YOU D'Addario, I'll never leave your electric strings). I would happily buy Elixirs in bulk if I had faith in their shelf-life. Complaints about these snapping prematurely are probably valid, happening when someone gets a set that's been sitting around for a while. Think of them as a perishable and buy them from places that move a lot of units (like Amazon :)",4,Nothing Beats The Lifespan Of Elixirs,1318809600,"10 17, 2011"
AB8JKS38BK9P,B0002E1O2C,The Kid,"[0, 0]","I only use elixirs on my taylor now 1, because they last months on end while maintaining that new string zing, and 2 because they are soooooo smooth. It's like playing a silk guitar. Get these strings.",5,Smooth Move,1389571200,"01 13, 2014"
AMP0Z3DR4RCH7,B0002E1O2C,T,"[0, 0]","These are expensive, they seem to last longer, but when they start to wear, they develop a 'fuzz' where - I assume - the nanoweb is wearing off.  It doesn't seem to affect the playability.",5,Good string,1375401600,"08 2, 2013"
A2AWJRUEY9IG4B,B0002E1O2C,TonyTee,"[0, 0]","These are great guitar strings and are all that guitarists say they are. They are so tuneful, they make an ordinary acoustic guitar sound beautiful. My only concern is that if the strings aren't wound properly they seem brittle and break. e.g. Low E and A strings and the vulnerable G string.The LIGHT version I find, are particularly suited to finger picking.",5,"Bright, light and warm.....you couldn't ask for more.",1374969600,"07 28, 2013"
A2HWUC980HM1NP,B0002E1O2C,"UncleHammy ""UncleHammy""","[0, 0]","After about a month and a half I have noticed some corrision on the A and D strings at the 4th fret.  That is a little disapointing because these are suppost to last 3 to 5 times longer than ""regular"" strings.  I like the way they sound.  They are a little harder to play than the D' Addario strings that I am used to on my other guitar, and the Martins that I have used in the past.  If I still have to change them every 2 or 3 months they are not really worth the extra cost.",3,Sound good but not worth the extra cost,1404864000,"07 9, 2014"
A1VOONTYYM0SDA,B0002E1O2C,Vensez,"[0, 0]","They costed twice as much as my usual D'Addarios but after 2 weeks of use, I couldn't be any happier. I've heard only positive reviews about these Elixir strings and now understand why. They are smooth as butter thanks to the coating and sound bright, clean, and crisp. They also make my guitar look much nicer and shinier. A great buy overall.",5,"Amazing, smooth, clean strings.",1344211200,"08 6, 2012"
